accession,species,strain,assembly_level,n_protein,dltA,dltE,dltE_len,dltE_score,dltE_s90,dltE_s110,dltE_s130,mprF_long,mprF_short,localization
GCF_003174995.1,Limosilactobacillus reuteri,LR11,Scaffold,2390,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_036272135.1,Enterococcus faecalis,CF2A-2143,Complete Genome,2645,1,1,388,179.7,1,1,1,1,0,A_TM
GCF_002079655.1,Ligilactobacillus salivarius,CCuG47825,Contig,1768,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_002092145.1,Leuconostoc mesenteroides subsp. cremoris,LMGCF03,Contig,1574,1,1,380,134.8,1,1,1,0,1,A_TM
GCF_007923945.2,Enterococcus faecium,GZ8,Complete Genome,2442,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_018917305.1,Lacticaseibacillus paracasei,N53,Contig,2661,1,1,385,192.1,1,1,1,1,1,A_TM
GCF_015667015.1,Lactococcus lactis,1001287H_170206_A1,Scaffold,2418,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_058598285.1,Lacticaseibacillus paracasei,UTMB4,Scaffold,2837,1,1,385,190.6,1,1,1,1,1,A_TM
GCF_009389165.1,Limosilactobacillus reuteri,PTA5_C13,Scaffold,1913,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_045809205.1,Limosilactobacillus fermentum,SN-1,Scaffold,1907,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_004015145.1,Enterococcus faecium,CBA7134,Complete Genome,2565,1,1,386,132.7,1,1,1,1,0,A_TM
GCF_050350275.1,Lactococcus lactis,FV2-101,Scaffold,2639,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_002092085.1,Leuconostoc mesenteroides subsp. cremoris,LMGCF05,Contig,1541,1,1,380,134.8,1,1,1,0,1,A_TM
GCF_009808255.1,Pediococcus acidilactici,FAM20562,Contig,1925,1,1,382,178.2,1,1,1,0,1,B_SP
GCF_004683795.1,Limosilactobacillus fermentum,FUA3589,Scaffold,1904,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_030297785.1,Bifidobacterium longum,2252B,Contig,1996,0,0,,,0,0,0,0,0,E_no_dlt
GCF_002833065.1,Bifidobacterium longum,APC1480,Contig,2045,0,0,,,0,0,0,0,0,E_no_dlt
GCF_039615445.1,Lacticaseibacillus paracasei,NKM 5.4,Contig,2675,1,1,385,191.2,1,1,1,1,1,A_TM
GCF_023093485.1,Pediococcus acidilactici,PB2021-BA01,Contig,1866,1,1,382,174.2,1,1,1,0,1,B_SP
GCF_002079385.1,Ligilactobacillus salivarius,LMG 14476,Scaffold,2028,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_052066215.1,Ligilactobacillus salivarius,HCP28S3_B3,Contig,2207,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_036867745.1,Lactococcus lactis,Lc 5.5,Contig,2704,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_024622515.1,Lacticaseibacillus paracasei,DSM 28675,Contig,2803,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_022213025.1,Enterococcus faecalis,2-1,Complete Genome,2677,1,1,388,179.7,1,1,1,1,0,A_TM
GCF_025958065.1,Enterococcus faecalis,BE47,Complete Genome,2557,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_025913595.1,Enterococcus faecium,TF51-2,Complete Genome,2526,1,1,386,132.5,1,1,1,1,0,A_TM
GCF_027706925.1,Lactococcus lactis,DRD-207,Scaffold,2396,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_009389245.1,Limosilactobacillus reuteri,PTA5_F1,Scaffold,1876,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_020784975.1,Limosilactobacillus reuteri,6B,Scaffold,1867,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_039566575.1,Limosilactobacillus fermentum,A190,Contig,1830,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_023375445.1,Enterococcus faecium,237,Complete Genome,2437,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_002092385.1,Leuconostoc mesenteroides subsp. cremoris,LMGCF12,Contig,1583,1,1,380,134.8,1,1,1,0,1,A_TM
GCF_002092415.1,Leuconostoc mesenteroides subsp. cremoris,LMGCF19,Contig,1553,1,1,380,134.8,1,1,1,0,1,A_TM
GCF_009808775.1,Pediococcus acidilactici,FAM22234,Scaffold,1880,1,1,382,178.2,1,1,1,0,1,B_SP
GCF_025122475.1,Limosilactobacillus fermentum,CIRM-BIA 2221,Contig,1919,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_002833075.1,Bifidobacterium longum,APC1477,Contig,1720,0,0,,,0,0,0,0,0,E_no_dlt
GCF_003465455.1,Bifidobacterium longum,AF11-12,Scaffold,2285,0,0,,,0,0,0,0,0,E_no_dlt
GCF_039733365.1,Lacticaseibacillus paracasei,1001270st1_A8_RTP21400_201112,Scaffold,2793,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_009809025.1,Pediococcus acidilactici,FAM20560,Scaffold,1899,1,1,382,178.2,1,1,1,0,1,B_SP
GCF_052065975.1,Ligilactobacillus salivarius,HCP28S3_C4,Contig,2245,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_002079795.1,Ligilactobacillus salivarius,LMG 14477,Scaffold,2026,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_028335425.1,Enterococcus faecalis,K70-12a,Complete Genome,2586,1,1,388,174.5,1,1,1,1,0,A_TM
GCF_023299705.1,Enterococcus faecalis,AT34,Complete Genome,2566,1,1,388,174.5,1,1,1,1,0,A_TM
GCF_002563535.1,Lactococcus lactis,38,Scaffold,2394,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_009389015.1,Limosilactobacillus reuteri,PTA6_F1,Scaffold,1968,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_002128635.1,Limosilactobacillus reuteri,KLR3003,Contig,1884,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_027682705.1,Lacticaseibacillus paracasei,AF51-2b10A,Scaffold,2811,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_002092515.1,Leuconostoc mesenteroides subsp. cremoris,LMGCF16,Contig,1514,1,1,380,134.8,1,1,1,0,1,A_TM
GCF_002092155.1,Leuconostoc mesenteroides subsp. cremoris,LMGCF04,Contig,1518,1,1,380,134.8,1,1,1,0,1,A_TM
GCF_027674685.1,Lactococcus lactis,AM113-14,Scaffold,2335,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_012045505.1,Enterococcus faecium,BIOPOP-3 WT,Complete Genome,2519,1,1,386,133.2,1,1,1,1,0,A_TM
GCF_043845455.1,Bifidobacterium longum,C232B,Scaffold,2020,0,0,,,0,0,0,0,0,E_no_dlt
GCF_036867705.1,Lactococcus lactis,Lc 19.3,Contig,2538,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_009809535.1,Pediococcus acidilactici,FAM19852,Contig,1923,1,1,382,178.2,1,1,1,0,1,B_SP
GCF_978042965.1,Limosilactobacillus fermentum,-,Contig,1969,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_002831505.1,Enterococcus faecium,LS170308,Complete Genome,2371,1,1,386,136.6,1,1,1,1,0,A_TM
GCF_028335465.1,Enterococcus faecium,K69-1a,Complete Genome,2643,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_052692235.1,Lacticaseibacillus paracasei,H70,Contig,2761,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_027666625.1,Lacticaseibacillus paracasei,AM74-01pH10A,Scaffold,2990,1,1,385,191.2,1,1,1,1,1,A_TM
GCF_030971345.1,Limosilactobacillus fermentum,DRD-84,Scaffold,1732,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_027672965.1,Lactococcus lactis,AM113-57,Scaffold,2335,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_057379425.1,Lacticaseibacillus paracasei,UNCP-H6M08,Contig,3094,1,1,385,192.0,1,1,1,1,1,A_TM
GCF_009808965.1,Pediococcus acidilactici,FAM20622,Contig,1793,1,1,382,168.3,1,1,1,0,1,B_SP
GCF_039757255.1,Lactococcus lactis,1001287st1_A1_1001287H_170206,Scaffold,2419,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_052066135.1,Ligilactobacillus salivarius,HCP28S3_B7,Contig,2243,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_002833125.1,Bifidobacterium longum,APC1473,Contig,1837,0,0,,,0,0,0,0,0,E_no_dlt
GCF_052881015.1,Limosilactobacillus fermentum,Marseille-Q9857,Contig,1904,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_002092465.1,Leuconostoc mesenteroides subsp. cremoris,LMGCF13,Contig,1552,1,1,380,134.8,1,1,1,0,1,A_TM
GCF_059815785.1,Enterococcus faecium,EFA_16_full,Complete Genome,2562,1,1,386,136.6,1,1,1,1,0,A_TM
GCF_002254245.1,Limosilactobacillus reuteri,103o,Scaffold,2075,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_056175425.1,Lactococcus lactis,LMT-2,Contig,2365,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_023300025.1,Enterococcus faecalis,AT41,Complete Genome,2681,1,1,388,176.5,1,1,1,1,0,A_TM
GCF_036793375.1,Enterococcus faecalis,N23-3408,Complete Genome,2622,1,1,388,174.5,1,1,1,1,0,A_TM
GCF_009036045.1,Enterococcus faecium,LAC7.2,Complete Genome,2675,1,1,386,135.2,1,1,1,1,0,A_TM
GCF_963869975.1,Pediococcus acidilactici,-,Contig,1864,1,1,382,167.8,1,1,1,0,1,B_SP
GCF_002092215.1,Leuconostoc mesenteroides subsp. cremoris,LMGCF07,Scaffold,1555,1,1,380,134.8,1,1,1,0,1,A_TM
GCF_003261135.1,Limosilactobacillus fermentum,LF2,Scaffold,1988,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_009809115.1,Pediococcus acidilactici,FAM20623,Contig,1787,1,1,382,168.3,1,1,1,0,1,B_SP
GCF_049180415.1,Limosilactobacillus fermentum,XJC92,Scaffold,1832,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_001634455.1,Pediococcus acidilactici,NRCC1,Contig,1641,1,1,335,135.6,1,1,1,0,0,C_CYTO
GCF_031630235.1,Lacticaseibacillus paracasei,69Bis,Contig,2699,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_027673305.1,Lactococcus lactis,AM113-31,Scaffold,2392,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_009389335.1,Limosilactobacillus reuteri,PTA4_C1,Scaffold,1905,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_002289795.1,Ligilactobacillus salivarius,KLW004,Contig,2286,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_025190605.1,Lacticaseibacillus paracasei,CIRM-BIA 279,Contig,2789,1,1,385,190.6,1,1,1,1,1,A_TM
GCF_015552175.1,Ligilactobacillus salivarius,D6t1_180914_C6,Scaffold,1809,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_030291465.1,Bifidobacterium longum,2248B,Contig,1877,0,0,,,0,0,0,0,0,E_no_dlt
GCF_023375225.1,Enterococcus faecium,S39-7a,Complete Genome,2454,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_015547105.1,Bifidobacterium longum,D46t1_190503_C6,Scaffold,1774,0,0,,,0,0,0,0,0,E_no_dlt
GCF_001638245.1,Pediococcus acidilactici,NRCC3,Contig,1589,1,1,335,135.6,1,1,1,0,1,C_CYTO
GCF_034644175.1,Enterococcus faecium,HRH41,Complete Genome,2480,1,1,386,134.4,1,1,1,1,0,A_TM
GCF_018785685.1,Bifidobacterium longum,MCC265,Scaffold,2017,0,0,,,0,0,0,0,0,E_no_dlt
GCF_025185835.1,Limosilactobacillus fermentum,1019,Contig,1613,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_049944935.1,Leuconostoc mesenteroides subsp. jonggajibkimchii,CBK-10,Contig,1792,1,1,380,134.5,1,1,1,1,1,A_TM
GCF_052084625.1,Enterococcus faecalis,EFSMS07,Complete Genome,2657,1,1,388,182.9,1,1,1,1,0,A_TM
GCF_012843635.1,Limosilactobacillus reuteri,WCA-386-APC-4I,Contig,2210,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_004793875.1,Limosilactobacillus reuteri,NM11_1-41,Contig,2068,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_028335445.1,Enterococcus faecalis,K137-1a,Complete Genome,2575,1,1,388,174.5,1,1,1,1,0,A_TM
GCF_027661185.1,Limosilactobacillus fermentum,AM100_PB1_LT_1D_15A,Scaffold,1821,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_022509245.1,Limosilactobacillus reuteri,QAULRN18,Scaffold,2157,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_039757515.1,Ligilactobacillus salivarius,1001095st1_A1_1001095A_150126,Contig,1953,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_033659225.1,Bifidobacterium longum,YGMCC0650,Contig,1832,0,0,,,0,0,0,0,0,E_no_dlt
GCF_013401955.1,Ligilactobacillus salivarius,FFIG23,Contig,1972,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_963869565.1,Pediococcus acidilactici,-,Contig,1991,1,1,382,167.8,1,1,1,0,1,B_SP
GCF_007989505.1,Leuconostoc mesenteroides subsp. sake,NBRC 102481,Contig,1665,1,1,380,132.0,1,1,1,0,1,A_TM
GCF_030264755.1,Enterococcus faecalis,90_2023,Complete Genome,2662,1,1,388,176.2,1,1,1,1,0,A_TM
GCF_049944875.1,Leuconostoc mesenteroides subsp. jonggajibkimchii,SBK-8,Contig,2009,1,1,380,134.6,1,1,1,1,1,A_TM
GCF_003712625.1,Lacticaseibacillus paracasei,FAM19404,Contig,2450,1,1,385,192.0,1,1,1,1,1,A_TM
GCF_001703935.1,Limosilactobacillus reuteri,484_39,Scaffold,2157,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_027692565.1,Lacticaseibacillus paracasei,OF39-26pH5A,Scaffold,2834,1,1,385,191.2,1,1,1,1,1,A_TM
GCF_013401855.1,Ligilactobacillus salivarius,FFIG58,Contig,1927,1,0,,,0,0,0,1,0,D_dltE_absent
GCF_049389655.1,Enterococcus faecium,RX-23,Complete Genome,2594,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_900157075.1,Bifidobacterium longum,-,Contig,2442,0,0,,,0,0,0,0,0,E_no_dlt
GCF_039757275.1,Lactococcus lactis,1001216st1_H3_1001216I_160404,Scaffold,2425,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_020844125.1,Enterococcus faecalis,AR_0780,Complete Genome,2561,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_045348115.1,Enterococcus faecalis,HMRC07H23,Complete Genome,2480,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_000756355.1,Leuconostoc mesenteroides P45,P45,Contig,1795,1,1,380,135.4,1,1,1,1,1,A_TM
GCF_963868565.1,Pediococcus acidilactici,-,Contig,1869,1,1,382,167.8,1,1,1,0,1,B_SP
GCF_039734045.1,Lactococcus lactis,1001216st1_F7_1001216I_160404,Scaffold,2391,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_006337145.1,Enterococcus faecium,HB-1,Complete Genome,2475,1,1,386,132.8,1,1,1,1,0,A_TM
GCF_013401965.1,Ligilactobacillus salivarius,FFIG53,Contig,1913,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_003475865.1,Bifidobacterium longum,AF30-11,Scaffold,1782,0,0,,,0,0,0,0,0,E_no_dlt
GCF_053901765.1,Limosilactobacillus fermentum,2prt,Contig,1883,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_027693445.1,Lacticaseibacillus paracasei,OF26-11pH5A,Scaffold,3063,1,1,385,193.0,1,1,1,1,1,A_TM
GCF_000949485.1,Lacticaseibacillus paracasei,DSM 20207,Contig,2840,1,1,385,192.1,1,1,1,1,1,A_TM
GCF_022509325.1,Limosilactobacillus fermentum,QAULFN64,Scaffold,1791,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_009389425.1,Limosilactobacillus reuteri,PTA1_C1,Scaffold,1880,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_049180515.1,Limosilactobacillus fermentum,XJC42,Scaffold,1786,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_028776065.1,Pediococcus acidilactici,ISO17,Scaffold,2234,1,1,382,174.4,1,1,1,0,1,B_SP
GCF_000159395.1,Ligilactobacillus salivarius DSM 20555 = ATCC 11741,ATCC 11741,Scaffold,1893,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_040192835.1,Lactococcus lactis,SZ1-15,Scaffold,2589,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_023893655.1,Lactococcus lactis,AM1,Contig,2681,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_030064735.1,Enterococcus faecium,XJ78NG,Complete Genome,2454,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_001461015.1,Pediococcus acidilactici,S1,Contig,1867,1,1,379,174.4,1,1,1,0,0,B_SP
GCF_050472755.1,Enterococcus faecalis,C1577,Complete Genome,2555,1,1,388,173.0,1,1,1,1,0,A_TM
GCF_022509365.1,Limosilactobacillus fermentum,QAULFN56,Scaffold,1791,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_015595005.1,Lacticaseibacillus paracasei,1001270B_150601_G2,Scaffold,2793,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_027676165.1,Lactococcus lactis,UN03-201,Scaffold,2523,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_028335225.1,Enterococcus faecium,K191-3,Complete Genome,2580,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_033658845.1,Bifidobacterium longum,YGMCC0483,Contig,2232,0,0,,,0,0,0,0,0,E_no_dlt
GCF_028335485.1,Enterococcus faecium,K188-5,Complete Genome,2575,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_020784775.1,Limosilactobacillus reuteri,O_Ruby_8_1,Scaffold,1868,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_049180435.1,Limosilactobacillus fermentum,JLM10,Contig,1782,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_027659165.1,Lacticaseibacillus paracasei,AM104-60,Scaffold,2822,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_000526815.1,Pediococcus acidilactici AGR20,AGR20,Contig,1770,1,1,382,176.0,1,1,1,0,1,B_SP
GCF_015669505.1,Pediococcus acidilactici,1001095A_150126_C3,Contig,1889,1,1,379,173.8,1,1,1,0,1,B_SP
GCF_000260335.1,Ligilactobacillus salivarius SMXD51,SMXD51,Scaffold,1713,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_029664565.1,Lactococcus lactis,3,Contig,2728,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_028320385.1,Lacticaseibacillus paracasei,1001270st1_F8_1001270H_150608,Scaffold,2795,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_963869855.1,Pediococcus acidilactici,-,Contig,1893,1,1,382,167.8,1,1,1,0,1,B_SP
GCF_025800645.1,Enterococcus faecium,IC25,Complete Genome,2564,1,1,389,149.6,1,1,1,1,0,A_TM
GCF_018219285.1,Enterococcus faecium,PR05720-3,Complete Genome,2604,1,1,386,132.7,1,1,1,1,0,A_TM
GCF_050352255.1,Lactococcus lactis,FV3-101,Scaffold,2556,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_039751275.1,Lacticaseibacillus paracasei,1001270st1_E3_RTP21400_201112,Scaffold,2810,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_041413225.1,Limosilactobacillus fermentum,SN4-1,Scaffold,1856,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_049180495.1,Limosilactobacillus fermentum,JLL28,Scaffold,1784,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_019128095.1,Bifidobacterium longum,MSK.19.82,Contig,2069,0,0,,,0,0,0,0,0,E_no_dlt
GCF_050350435.1,Lactococcus lactis,FV2-201,Scaffold,2525,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_050474485.1,Enterococcus faecalis,C1473,Complete Genome,2512,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_053471105.1,Limosilactobacillus fermentum,Lf4,Contig,1889,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_000179475.1,Ligilactobacillus salivarius ACS-116-V-Col5a,ACS-116-V-Col5a,Contig,1971,1,0,,,0,0,0,0,1,D_dltE_absent
GCF_030291375.1,Bifidobacterium longum,2247B,Contig,1974,0,0,,,0,0,0,0,0,E_no_dlt
GCF_025958085.1,Enterococcus faecalis,BE45,Complete Genome,2555,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_019128395.1,Bifidobacterium longum,MSK.19.50,Contig,2068,0,0,,,0,0,0,0,0,E_no_dlt
GCF_023299325.1,Enterococcus faecium,AT47b,Complete Genome,2529,1,1,386,136.6,1,1,1,1,0,A_TM
GCF_000215465.1,Ligilactobacillus salivarius NIAS840,NIAS840,Contig,1857,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_002128715.1,Limosilactobacillus reuteri,KLR2004,Contig,1842,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_009389325.1,Limosilactobacillus reuteri,PTA4_C2,Scaffold,1932,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_027672865.1,Lactococcus lactis,AM113-60,Scaffold,2393,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_019175425.1,Enterococcus faecium,F88,Complete Genome,2658,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_004022295.1,Pediococcus acidilactici,LPBC161,Scaffold,1846,1,1,379,173.8,1,1,1,0,1,B_SP
GCF_000163095.1,Pediococcus acidilactici 7_4,7_4,Scaffold,1889,1,1,382,169.8,1,1,1,0,1,B_SP
GCF_030215365.1,Lacticaseibacillus paracasei,UMB7433B,Contig,2816,1,1,385,192.1,1,1,1,1,1,A_TM
GCF_003732605.1,Limosilactobacillus fermentum,DISK26,Contig,1936,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_023299585.1,Enterococcus faecalis,AT40a,Complete Genome,2680,1,1,388,182.9,1,1,1,1,0,A_TM
GCF_016890245.1,Lacticaseibacillus paracasei,YT170,Scaffold,2863,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_037198295.1,Enterococcus faecalis,B05,Complete Genome,2492,1,1,388,179.7,1,1,1,1,0,A_TM
GCF_020785025.1,Limosilactobacillus reuteri,SM_1_4_1,Scaffold,1856,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_003434205.1,Lacticaseibacillus paracasei,AM33-2AC,Scaffold,2817,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_023746575.1,Enterococcus faecalis,M9,Complete Genome,2706,1,1,388,179.7,1,1,1,1,0,A_TM
GCF_036621915.1,Limosilactobacillus reuteri,pg-3b,Scaffold,1778,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_000235805.1,Pediococcus acidilactici MA18/5M,MA18/5M,Contig,1831,1,1,382,169.9,1,1,1,0,1,B_SP
GCF_007096415.1,Lactococcus lactis,MRS45.2,Contig,2651,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_023896335.1,Limosilactobacillus reuteri,PH-3,Scaffold,1811,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_005166365.1,Enterococcus faecium,NM213,Complete Genome,2576,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_025190495.1,Lacticaseibacillus paracasei,CIRM-BIA 288,Contig,2910,1,1,397,163.1,1,1,1,1,1,A_TM
GCF_033659825.1,Bifidobacterium longum,YGMCC0969,Contig,2232,0,0,,,0,0,0,0,0,E_no_dlt
GCF_019175525.1,Enterococcus faecium,AVS0243,Complete Genome,2362,1,1,386,130.7,1,1,1,1,0,A_TM
GCF_029334835.1,Limosilactobacillus fermentum,MehediL1,Contig,1687,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_018916825.1,Lactococcus lactis,N35,Contig,2394,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_000217735.1,Ligilactobacillus salivarius GJ-24,GJ-24,Contig,1825,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_978044665.1,Limosilactobacillus fermentum,-,Contig,1872,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_027672665.1,Lactococcus lactis,AM113-77,Scaffold,2322,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_019128185.1,Bifidobacterium longum,MSK.19.75,Contig,2071,0,0,,,0,0,0,0,0,E_no_dlt
GCF_932750895.1,Lactococcus lactis,-,Contig,2497,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_033659445.1,Bifidobacterium longum,YGMCC0767,Contig,1803,0,0,,,0,0,0,0,0,E_no_dlt
GCF_036430865.1,Lacticaseibacillus paracasei,FI11579,Contig,2946,1,1,401,198.8,1,1,1,1,1,A_TM
GCF_028335205.1,Enterococcus faecium,K195-6b,Complete Genome,2523,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_964262845.1,Lacticaseibacillus paracasei,-,Contig,2881,1,1,385,190.6,1,1,1,1,1,A_TM
GCF_039063325.1,Bifidobacterium longum,1033st1_F6_1033SCRN_220408,Scaffold,1783,0,0,,,0,0,0,0,0,E_no_dlt
GCF_023299425.1,Enterococcus faecalis,AT48,Complete Genome,2714,1,1,388,179.7,1,1,1,1,0,A_TM
GCF_030939605.1,Limosilactobacillus fermentum,N 2,Contig,1823,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_033815825.1,Enterococcus faecalis,ES-110-1,Complete Genome,2556,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_027533725.1,Lactococcus lactis,BR-MHR539,Contig,2327,1,0,,,0,0,0,0,0,D_dltE_absent
GCF_028462605.1,Limosilactobacillus reuteri,92071,Contig,2184,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_028335305.1,Enterococcus faecalis,K198-1,Complete Genome,2581,1,1,388,180.2,1,1,1,1,0,A_TM
GCF_020785505.1,Limosilactobacillus reuteri,ME-261,Scaffold,2030,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_026797475.1,Lacticaseibacillus paracasei,CBP-1042,Scaffold,2858,1,1,385,191.5,1,1,1,1,1,A_TM
GCF_023299805.1,Enterococcus faecium,AT02,Complete Genome,2465,1,1,386,130.7,1,1,1,1,0,A_TM
GCF_020784995.1,Limosilactobacillus reuteri,6A,Scaffold,1916,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_001587115.1,Enterococcus faecium,UW8175,Complete Genome,2625,1,1,386,130.7,1,1,1,1,0,A_TM
GCF_036268395.1,Enterococcus faecalis,CF3A-253,Complete Genome,2645,1,1,388,179.7,1,1,1,1,0,A_TM
GCF_053471125.1,Limosilactobacillus fermentum,Lf3,Contig,1926,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_019175465.1,Enterococcus faecium,F179,Complete Genome,2585,1,1,386,134.9,1,1,1,1,0,A_TM
GCF_053471085.1,Limosilactobacillus fermentum,Lf5,Contig,1955,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_009389255.1,Limosilactobacillus reuteri,PTA5_F11,Scaffold,1826,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_033658785.1,Bifidobacterium longum,YGMCC0478,Contig,1995,0,0,,,0,0,0,0,0,E_no_dlt
GCF_025191505.1,Limosilactobacillus fermentum,CIRM-BIA 866,Contig,1984,1,0,,,0,0,0,1,1,D_dltE_absent
GCF_002833205.1,Bifidobacterium longum,APC1462,Contig,1973,0,0,,,0,0,0,0,0,E_no_dlt
GCF_003574925.1,Enterococcus faecium,HY07,Complete Genome,2500,1,1,386,133.1,1,1,1,1,0,A_TM
GCF_031930345.1,Lactococcus lactis,Y75,Scaffold,2764,1,0,,,0,0,0,0,0,D_dltE_absent
